"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201711201400","영등포구","0.034","0.009","0.8","0.007","33","12"
"201711201300","영등포구","0.03","0.011","0.7","0.007","39","17"
"201711201200","영등포구","0.028","0.012","0.7","0.007","35","14"
"201711201100","영등포구","0.031","0.009","0.8","0.007","35","14"
"201711201000","영등포구","0.03","0.008","0.8","0.007","18","7"
"201711200900","영등포구","0.033","0.007","0.7","0.007","24","12"
"201711200800","영등포구","0.033","0.005","0.8","0.007","30","13"
"201711200700","영등포구","0.031","0.008","0.7","0.007","38","18"
"201711200600","영등포구","0.024","0.011","0.7","0.007","34","18"
"201711200500","영등포구","0.014","0.023","0.6","0.007","31","13"
"201711200400","영등포구","0.016","0.02","0.7","0.006","28","12"
"201711200300","영등포구","0.016","0.022","0.6","0.006","35","15"
"201711200200","영등포구","0.014","0.026","0.6","0.006","36","19"
"201711200100","영등포구","0.017","0.022","0.7","0.006","31","13"
"201711200000","영등포구","0.021","0.017","0.6","0.006","41","15"
"201711192300","영등포구","0.018","0.02","0.7","0.006","42","20"
"201711192200","영등포구","0.026","0.014","0.8","0.006","42","15"
"201711192100","영등포구","0.03","0.009","0.7","0.007","35","18"
"201711192000","영등포구","0.029","0.012","0.8","0.007","38","16"
"201711191900","영등포구","0.022","0.02","0.6","0.006","31","11"
"201711191800","영등포구","0.023","0.019","0.7","0.006","34","11"
"201711191700","영등포구","0.018","0.024","0.5","0.006","34","14"
"201711191600","영등포구","0.015","0.028","0.5","0.006","29","9"
"201711191500","영등포구","0.011","0.032","0.5","0.006","31","6"
"201711191400","영등포구","0.013","0.029","0.4","0.006","21","9"
"201711191300","영등포구","0.012","0.028","0.5","0.007","21","15"
"201711191200","영등포구","0.016","0.023","0.4","0.007","29","9"
"201711191100","영등포구","0.018","0.02","0.4","0.007","24","7"
"201711191000","영등포구","0.017","0.017","0.5","0.006","10","6"
"201711190900","영등포구","0.022","0.01","0.5","0.006","26","5"
"201711190800","영등포구","0.024","0.007","0.5","0.006","23","11"
"201711190700","영등포구","0.021","0.01","0.5","0.006","22","7"
"201711190600","영등포구","0.015","0.016","0.5","0.006","20","9"
"201711190500","영등포구","0.012","0.021","0.5","0.006","24","6"
"201711190400","영등포구","0.012","0.02","0.5","0.006","20","11"
"201711190300","영등포구","0.012","0.021","0.5","0.006","21","8"
"201711190200","영등포구","0.014","0.019","0.5","0.006","24","11"
"201711190100","영등포구","0.014","0.019","0.6","0.005","28","13"
"201711190000","영등포구","0.016","0.019","0.7","0.005","27","7"
"201711182300","영등포구","0.017","0.018","0.6","0.005","25","9"
"201711182200","영등포구","0.017","0.017","0.7","0.005","32","10"
"201711182100","영등포구","0.017","0.021","0.6","0.005","42",""
"201711182000","영등포구","0.019","0.018","0.6","0.005","32","9"
"201711181900","영등포구","0.02","0.017","0.6","0.005","36","10"
"201711181800","영등포구","0.019","0.02","0.6","0.005","34","7"
"201711181700","영등포구","0.018","0.023","0.5","0.005","43","13"
"201711181600","영등포구","0.015","0.024","0.6","0.005","48","9"
"201711181500","영등포구","0.013","0.026","0.4","0.005","57","8"
"201711181400","영등포구","0.012","0.024","0.5","0.005","50","11"
"201711181300","영등포구","0.012","0.023","0.4","0.006","48","10"
"201711181200","영등포구","0.015","0.021","0.4","0.006","59","8"
"201711181100","영등포구","0.015","0.019","0.5","0.006","43","11"
"201711181000","영등포구","0.018","0.017","0.5","0.005","30","6"
"201711180900","영등포구","0.023","0.013","0.5","0.005","31","11"
"201711180800","영등포구","0.021","0.014","0.5","0.005","37","16"
"201711180700","영등포구","0.019","0.017","0.3","0.005","36","16"
"201711180600","영등포구","0.016","0.021","0.5","0.005","44","28"
"201711180500","영등포구","0.012","0.026","0.5","0.005","59","35"
"201711180400","영등포구","0.01","0.026","0.7","0.005","84","56"
"201711180300","영등포구","0.012","0.023","0.9","0.005","89","56"
"201711180200","영등포구","0.015","0.02","1","0.005","75","37"
"201711180100","영등포구","0.018","0.016","0.8","0.005","53","29"
"201711180000","영등포구","0.021","0.011","0.8","0.005","54","23"
"201711172300","영등포구","0.023","0.009","0.7","0.005","53","28"
"201711242300","용산구","0.023","0.008","0.3","0.003","10","8"
"201711242200","용산구","0.023","0.01","0.3","0.003","12","11"
"201711242100","용산구","0.024","0.011","0.3","0.003","13","15"
"201711242000","용산구","0.024","0.012","0.3","0.003","16","13"
"201711241900","용산구","0.022","0.014","0.3","0.003","13","14"
"201711241800","용산구","","","","","",""
"201711241700","용산구","","","","","",""
"201711241600","용산구","0.018","0.019","0.2","0.003","17","12"
"201711241500","용산구","0.015","0.022","0.2","0.003","15","6"
"201711241400","용산구","0.014","0.023","0.3","0.003","23","9"
"201711241300","용산구","0.015","0.022","0.3","0.004","14","10"
"201711241200","용산구","0.023","0.015","0.3","0.003","23","14"
"201711241100","용산구","0.033","0.009","0.4","0.003","23","14"
"201711241000","용산구","0.038","0.004","0.5","0.003","13","14"
"201711240900","용산구","0.029","0.004","0.3","0.003","9","10"
"201711240800","용산구","0.03","0.002","0.4","0.003","12","12"
"201711240700","용산구","0.032","0.001","0.4","0.002","12","12"
"201711240600","용산구","0.022","0.004","0.3","0.003","14","9"
"201711240500","용산구","0.018","0.007","0.3","0.002","12","11"
"201711240400","용산구","0.015","0.013","0.3","0.002","15","11"
"201711240300","용산구","0.019","0.012","0.3","0.002","13","12"
"201711240200","용산구","0.031","0.003","0.3","0.003","12","9"
"201711240100","용산구","0.03","0.004","0.3","0.003","10","8"
"201711240000","용산구","0.031","0.005","0.3","0.003","14","10"
"201711232300","용산구","0.029","0.009","0.3","0.003","19","7"
"201711232200","용산구","0.033","0.004","0.3","0.003","12","6"
"201711232100","용산구","0.034","0.004","0.3","0.003","15","7"
"201711232000","용산구","0.033","0.005","0.3","0.003","17","8"
"201711231900","용산구","0.032","0.007","0.3","0.003","16","9"
"201711231800","용산구","0.027","0.012","0.2","0.003","14","5"
"201711231700","용산구","0.023","0.015","0.2","0.003","13","10"
"201711231600","용산구","0.019","0.018","0.2","0.004","17","8"
"201711231500","용산구","0.019","0.019","0.3","0.003","18","10"
"201711231400","용산구","0.016","0.022","0.2","0.003","17","10"
"201711231300","용산구","0.015","0.023","0.3","0.004","13","9"
"201711231200","용산구","0.022","0.017","0.3","0.004","21","10"
"201711231100","용산구","0.034","0.009","0.4","0.004","25","13"
"201711231000","용산구","0.041","0.005","0.4","0.005","30","16"
"201711230900","용산구","0.038","0.004","0.4","0.004","19","9"
"201711230800","용산구","0.036","0.002","0.4","0.003","15","7"
"201711230700","용산구","0.03","0.004","0.4","0.003","11","7"
"201711230600","용산구","0.019","0.011","0.3","0.003","16","9"
"201711230500","용산구","0.016","0.015","0.3","0.003","13","12"
"201711230400","용산구","0.012","0.02","0.3","0.004","18","9"
"201711230300","용산구","0.014","0.021","0.3","0.004","18","10"
"201711230200","용산구","0.02","0.015","0.3","0.003","16","7"
"201711230100","용산구","0.02","0.016","0.3","0.003","16","8"
"201711230000","용산구","0.023","0.015","0.3","0.003","18","9"
"201711222300","용산구","0.021","0.016","0.3","0.003","18","11"
"201711222200","용산구","0.017","0.02","0.3","0.003","15","10"
"201711222100","용산구","0.017","0.019","0.2","0.003","18","6"
"201711222000","용산구","0.022","0.016","0.2","0.003","38","12"
"201711221900","용산구","0.023","0.016","0.3","0.004","101","21"
"201711221800","용산구","0.034","0.012","0.4","0.004","131","21"
"201711221700","용산구","0.027","0.022","0.4","0.004","129","32"
"201711221600","용산구","0.026","0.027","0.5","0.005","101","45"
"201711221500","용산구","0.025","0.032","0.5","0.006","99","45"
"201711221400","용산구","0.052","0.007","0.5","0.005","62","37"
"201711221300","용산구","0.052","0.006","0.5","0.005","57","34"
"201711221200","용산구","0.05","0.005","0.5","0.005","55","32"
"201711221100","용산구","0.05","0.005","0.5","0.005","49","32"
"201711221000","용산구","0.05","0.003","0.5","0.004","45","29"
"201711220900","용산구","0.05","0.002","0.5","0.004","42","28"
"201711220800","용산구","0.046","0.001","0.4","0.004","39","25"
"201711220700","용산구","0.045","0.001","0.4","0.004","36","23"
"201711220600","용산구","0.044","0.002","0.4","0.004","38","27"
"201711220500","용산구","0.044","0.002","0.4","0.004","38","27"
"201711220400","용산구","0.046","0.002","0.4","0.004","47","29"
"201711220300","용산구","0.049","0.002","0.5","0.005","51","33"
"201711220200","용산구","0.053","0.002","0.5","0.004","54","31"
"201711220100","용산구","0.06","0.002","0.6","0.005","54","31"
"201711220000","용산구","0.066","0.002","0.8","0.005","62","32"
"201711212300","용산구","0.065","0.002","0.7","0.004","56","31"
"201711212200","용산구","0.066","0.002","0.7","0.004","52","30"
"201711212100","용산구","0.065","0.002","0.7","0.004","52","33"
"201711212000","용산구","0.061","0.002","0.7","0.005","45","29"
"201711211900","용산구","0.055","0.002","0.5","0.005","45","28"
"201711211800","용산구","0.057","0.002","0.5","0.004","49","32"
"201711211700","용산구","0.057","0.003","0.5","0.005","45","26"
"201711211600","용산구","0.039","0.011","0.4","0.004","32","19"
"201711211500","용산구","0.038","0.014","0.4","0.005","33","18"
"201711211400","용산구","0.039","0.013","0.4","0.005","36","21"
"201711211300","용산구","0.031","0.016","0.4","0.004","34","24"
"201711211200","용산구","0.036","0.012","0.4","0.005","45","28"
"201711211100","용산구","0.043","0.007","0.5","0.005","57","35"
"201711211000","용산구","0.042","0.006","0.6","0.004","54","31"
"201711210900","용산구","0.042","0.003","0.6","0.003","40","28"
"201711210800","용산구","0.041","0.002","0.5","0.003","40","24"
"201711210700","용산구","0.041","0.002","0.6","0.003","44","30"
"201711210600","용산구","0.041","0.002","0.5","0.003","29","23"
"201711210500","용산구","0.038","0.002","0.5","0.003","27","16"
"201711210400","용산구","0.039","0.002","0.5","0.003","27","19"
"201711210300","용산구","0.04","0.002","0.5","0.003","30","25"
"201711210200","용산구","0.04","0.003","0.4","0.003","28","19"
"201711210100","용산구","0.039","0.001","0.4","0.003","29","24"
"201711210000","용산구","0.046","0.002","0.6","0.004","37","25"
"201711202300","용산구","0.045","0.002","0.5","0.004","32","23"
"201711202200","용산구","0.041","0.002","0.4","0.003","32","22"
"201711202100","용산구","0.045","0.002","0.5","0.003","36","22"
"201711202000","용산구","0.046","0.002","0.6","0.003","35","26"
"201711201900","용산구","0.048","0.002","0.5","0.004","38","22"
"201711201800","용산구","0.049","0.002","0.5","0.004","40","22"
"201711201700","용산구","0.046","0.004","0.4","0.004","32","22"
"201711201600","용산구","0.045","0.005","0.4","0.004","36","19"
"201711201500","용산구","0.042","0.006","0.4","0.004","32","15"
"201711201400","용산구","0.038","0.007","0.3","0.004","26","13"
"201711201300","용산구","0.039","0.006","0.3","0.004","24","15"
"201711201200","용산구","0.035","0.01","0.4","0.004","28","14"
"201711201100","용산구","0.032","0.012","0.4","0.004","29","15"
"201711201000","용산구","0.031","0.012","0.4","0.004","25","11"
"201711200900","용산구","0.03","0.011","0.3","0.004","14","8"
"201711200800","용산구","0.035","0.005","0.4","0.003","16","11"
"201711200700","용산구","0.022","0.012","0.3","0.003","17","13"
"201711200600","용산구","0.024","0.011","0.3","0.003","25","14"
"201711200500","용산구","0.023","0.013","0.3","0.003","22","16"
"201711200400","용산구","0.017","0.02","0.3","0.003","29","16"
"201711200300","용산구","0.015","0.023","0.3","0.003","24","14"
"201711200200","용산구","0.014","0.023","0.3","0.004","20","12"
"201711200100","용산구","0.017","0.022","0.3","0.004","20","17"
"201711200000","용산구","0.02","0.019","0.3","0.003","26","15"
"201711192300","용산구","0.016","0.022","0.3","0.003","26","12"
"201711192200","용산구","0.032","0.01","0.3","0.003","22","14"
"201711192100","용산구","0.04","0.004","0.3","0.003","20","10"
"201711192000","용산구","0.039","0.007","0.3","0.004","21","12"
"201711191900","용산구","0.03","0.014","0.3","0.004","22","15"
"201711191800","용산구","0.024","0.018","0.3","0.003","16","9"
"201711191700","용산구","0.016","0.025","0.2","0.003","18","11"
"201711191600","용산구","0.014","0.026","0.2","0.003","22","10"
"201711191500","용산구","0.01","0.029","0.2","0.003","17","7"
"201711191400","용산구","0.012","0.028","0.2","0.004","17","7"
"201711191300","용산구","0.014","0.024","0.2","0.004","20","14"
"201711191200","용산구","0.018","0.021","0.3","0.004","25","12"
"201711191100","용산구","0.023","0.015","0.3","0.003","20","11"
"201711191000","용산구","0.023","0.013","0.3","0.003","14","9"
"201711190900","용산구","0.026","0.009","0.3","0.003","16","5"
"201711190800","용산구","0.022","0.008","0.3","0.003","15","6"
"201711190700","용산구","0.016","0.012","0.3","0.003","9","7"
"201711190600","용산구","0.011","0.016","0.2","0.003","18","10"
"201711190500","용산구","0.01","0.02","0.2","0.002","17","11"
"201711190400","용산구","0.008","0.021","0.2","0.003","13","7"
"201711190300","용산구","0.009","0.021","0.2","0.003","14","10"
"201711190200","용산구","0.012","0.019","0.2","0.003","14","11"
"201711190100","용산구","0.016","0.017","0.2","0.003","18","12"
"201711190000","용산구","0.015","0.018","0.2","0.003","15","10"
"201711182300","용산구","0.016","0.017","0.2","0.003","17","10"
"201711182200","용산구","0.017","0.017","0.2","0.003","17","9"
"201711182100","용산구","0.02","0.016","0.2","0.003","24","14"
"201711182000","용산구","0.02","0.015","0.2","0.003","20","10"
"201711181900","용산구","0.016","0.019","0.2","0.003","21","8"
"201711181800","용산구","0.017","0.02","0.2","0.003","19","9"
"201711181700","용산구","0.017","0.021","0.2","0.003","24","8"
"201711181600","용산구","0.013","0.025","0.2","0.003","28","11"
"201711181500","용산구","0.013","0.024","0.2","0.003","33","7"
"201711181400","용산구","0.012","0.023","0.2","0.003","32","9"
"201711181300","용산구","0.012","0.021","0.2","0.003","29","9"
"201711181200","용산구","0.014","0.021","0.2","0.003","31","11"
"201711181100","용산구","0.012","0.022","0.2","0.003","28","13"
"201711181000","용산구","0.014","0.019","0.2","0.003","29","14"
"201711180900","용산구","0.015","0.02","0.2","0.003","19","14"
"201711180800","용산구","0.014","0.02","0.2","0.003","20","18"
"201711180700","용산구","0.017","0.019","0.3","0.003","28","19"
"201711180600","용산구","0.017","0.02","0.3","0.003","39","29"
"201711180500","용산구","0.011","0.024","0.3","0.003","51","42"
"201711180400","용산구","0.012","0.022","0.4","0.003","69","56"
"201711180300","용산구","0.013","0.021","0.4","0.003","63","52"
"201711180200","용산구","0.016","0.019","0.4","0.003","51","37"
"201711180100","용산구","0.021","0.014","0.4","0.004","34","25"
"201711180000","용산구","0.027","0.009","0.4","0.003","39","25"
"201711172300","용산구","0.04","0.003","0.4","0.004","41","26"
"201711242300","은평구","0.032","0.009","0.4","0.005","14","5"
"201711242200","은평구","0.031","0.01","0.4","0.005","15","12"
"201711242100","은평구","0.037","0.009","0.4","0.006","20","3"
"201711242000","은평구","0.036","0.01","0.4","0.006","16","9"
"201711241900","은평구","0.031","0.013","0.4","0.006","19","8"
"201711241800","은평구","0.024","0.019","0.3","0.006","19","12"
"201711241700","은평구","0.016","0.026","0.2","0.006","26","12"
"201711241600","은평구","0.013","0.029","0.2","0.006","32","19"
"201711241500","은평구","0.013","0.029","0.2","0.006","23","13"
"201711241400","은평구","0.011","0.029","0.3","0.006","26","12"
"201711241300","은평구","0.013","0.028","0.3","0.006","23","13"
"201711241200","은평구","0.017","0.023","0.3","0.005","29","18"
"201711241100","은평구","0.03","0.013","0.5","0.006","25","19"
"201711241000","은평구","0.036","0.008","0.6","0.005","17","7"
"201711240900","은평구","0.038","0.005","0.6","0.005","16","12"
"201711240800","은평구","0.038","0.004","0.6","0.005","25","17"
"201711240700","은평구","0.03","0.005","0.4","0.005","7","4"
"201711240600","은평구","0.023","0.009","0.4","0.005","11","7"
"201711240500","은평구","0.02","0.009","0.4","0.005","14","10"
"201711240400","은평구","0.021","0.008","0.4","0.005","21","12"
"201711240300","은평구","0.017","0.018","0.3","0.005","18","10"
"201711240200","은평구","0.021","0.015","0.3","0.005","19","8"
"201711240100","은평구","0.029","0.01","0.4","0.005","17","6"
"201711240000","은평구","0.027","0.013","0.3","0.005","","7"
"201711232300","은평구","0.037","0.008","0.4","0.006","15","10"
"201711232200","은평구","0.042","0.004","0.4","0.005","17","8"
"201711232100","은평구","0.041","0.004","0.4","0.005","24","10"
"201711232000","은평구","0.038","0.009","0.4","0.005","20","7"
"201711231900","은평구","0.033","0.013","0.3","0.005","20","4"
"201711231800","은평구","0.026","0.019","0.3","0.005","38","16"
"201711231700","은평구","0.018","0.026","0.2","0.005","11","4"
"201711231600","은평구","0.013","0.03","0.2","0.005","26","12"
"201711231500","은평구","0.013","0.031","0.2","0.006","27","11"
"201711231400","은평구","0.011","0.031","0.2","0.006","29","13"
"201711231300","은평구","0.01","0.032","0.3","0.006","23","7"
"201711231200","은평구","0.017","0.026","0.3","0.006","37","20"
"201711231100","은평구","0.032","0.014","0.4","0.007","29","10"
"201711231000","은평구","0.034","0.01","0.4","0.007","23","6"
"201711230900","은평구","0.035","0.009","0.4","0.006","45","17"
"201711230800","은평구","0.043","0.005","0.6","0.006","41","16"
"201711230700","은평구","0.036","0.005","0.4","0.006","22","7"
"201711230600","은평구","0.027","0.009","0.3","0.005","23","9"
"201711230500","은평구","0.017","0.018","0.3","0.006","23","10"
"201711230400","은평구","0.019","0.02","0.3","0.007","28","13"
"201711230300","은평구","0.017","0.022","0.4","0.007","27","9"
"201711230200","은평구","0.018","0.022","0.3","0.006","27","8"
"201711230100","은평구","0.022","0.018","0.3","0.006","","11"
"201711230000","은평구","0.022","0.02","0.3","0.006","28","11"
"201711222300","은평구","0.025","0.018","0.3","0.006","33","15"
"201711222200","은평구","0.023","0.019","0.3","0.006","25","7"
"201711222100","은평구","0.023","0.021","0.3","0.006","25","3"
"201711222000","은평구","0.023","0.021","0.3","0.005","61","7"
"201711221900","은평구","0.027","0.018","0.4","0.006","153","16"
"201711221800","은평구","0.027","0.022","0.5","0.006","143","30"
"201711221700","은평구","0.029","0.026","0.6","0.007","94","35"
"201711221600","은평구","0.028","0.03","0.6","0.007","90","40"
"201711221500","은평구","0.024","0.037","0.6","0.008","88","42"
"201711221400","은평구","0.038","0.024","0.6","0.008","55","30"
"201711221300","은평구","0.059","0.008","0.7","0.008","56","39"
"201711221200","은평구","0.053","0.007","0.7","0.007","49","33"
"201711221100","은평구","0.05","0.007","0.6","0.007","34","21"
"201711221000","은평구","0.051","0.005","0.6","0.006","35","18"
"201711220900","은평구","0.051","0.004","0.6","0.006","36","22"
"201711220800","은평구","0.051","0.003","0.6","0.006","43","25"
"201711220700","은평구","0.047","0.004","0.4","0.007","36","18"
"201711220600","은평구","0.046","0.005","0.4","0.007","37","24"
"201711220500","은평구","0.044","0.005","0.4","0.006","39","23"
"201711220400","은평구","0.045","0.005","0.4","0.007","37","24"
"201711220300","은평구","0.045","0.005","0.4","0.007","50","23"
"201711220200","은평구","0.049","0.004","0.5","0.007","53","28"
"201711220100","은평구","0.057","0.004","0.6","0.007","55","29"
"201711220000","은평구","0.064","0.004","0.7","0.007","62","33"
"201711212300","은평구","0.063","0.004","0.7","0.007","61","34"
"201711212200","은평구","0.061","0.004","0.7","0.007","52","32"
"201711212100","은평구","0.059","0.004","0.6","0.006","52","25"
"201711212000","은평구","0.064","0.004","0.6","0.007","47","21"
"201711211900","은평구","0.06","0.004","0.7","0.006","51","25"
"201711211800","은평구","0.059","0.004","0.6","0.006","47","25"
"201711211700","은평구","0.047","0.009","0.4","0.007","47","26"
"201711211600","은평구","0.042","0.013","0.4","0.007","45","24"
"201711211500","은평구","0.036","0.016","0.4","0.007","42","22"
"201711211400","은평구","0.031","0.018","0.4","0.007","37","20"
"201711211300","은평구","0.032","0.015","0.5","0.007","49","23"
"201711211200","은평구","","","","","",""
"201711211100","은평구","0.037","0.014","1.3","0.007","45","26"
"201711211000","은평구","0.039","0.01","1.3","0.007","38","18"
"201711210900","은평구","0.043","0.006","1.4","0.006","30","20"
"201711210800","은평구","0.048","0.004","1.4","0.006","33","13"
"201711210700","은평구","0.039","0.004","1.2","0.005","26","11"
"201711210600","은평구","0.034","0.006","1.2","0.005","24","15"
"201711210500","은평구","0.03","0.006","1.2","0.005","27","15"
"201711210400","은평구","0.031","0.007","1.2","0.005","29","12"
"201711210300","은평구","0.029","0.009","1.1","0.005","30","12"
"201711210200","은평구","0.028","0.009","1.1","0.005","32","17"
"201711210100","은평구","0.035","0.004","1.2","0.005","28","17"
"201711210000","은평구","0.042","0.003","1.2","0.005","30","22"
"201711202300","은평구","0.047","0.003","1.3","0.005","34","30"
"201711202200","은평구","0.048","0.003","1.3","0.005","50","31"
"201711202100","은평구","0.051","0.004","1.3","0.006","47","36"
"201711202000","은평구","0.05","0.004","1.3","0.006","44","23"
"201711201900","은평구","0.052","0.004","1.2","0.007","48","23"
"201711201800","은평구","0.052","0.004","1.2","0.007","54","36"
"201711201700","은평구","0.046","0.007","1.1","0.008","44","15"
"201711201600","은평구","0.044","0.009","1.1","0.008","38","21"
"201711201500","은평구","0.044","0.009","1.1","0.008","44","17"
"201711201400","은평구","0.047","0.007","1.1","0.007","40","17"
"201711201300","은평구","0.049","0.006","1.2","0.007","45","28"
"201711201200","은평구","0.041","0.012","1.2","0.007","41","19"
"201711201100","은평구","0.037","0.014","1.2","0.007","36","20"
"201711201000","은평구","0.039","0.012","1.2","0.007","27","8"
"201711200900","은평구","0.052","0.006","1.3","0.007","31","19"
"201711200800","은평구","0.049","0.004","1.2","0.006","32","13"
"201711200700","은평구","0.027","0.017","1.1","0.007","24","15"
"201711200600","은평구","0.022","0.021","1.1","0.007","30","15"
"201711200500","은평구","0.015","0.028","1.1","0.007","28","16"
"201711200400","은평구","0.015","0.027","1","0.007","27","17"
"201711200300","은평구","0.019","0.025","1.1","0.007","33","12"
"201711200200","은평구","0.015","0.029","1","0.007","35","19"
"201711200100","은평구","0.012","0.031","1","0.007","28","10"
"201711200000","은평구","0.018","0.027","1","0.007","42","21"
"201711192300","은평구","0.032","0.015","1.1","0.007","36","18"
"201711192200","은평구","0.037","0.012","1","0.007","31","17"
"201711192100","은평구","0.04","0.012","1","0.006","28","15"
"201711192000","은평구","0.038","0.014","1","0.006","32","11"
"201711191900","은평구","0.029","0.021","1","0.006","33","10"
"201711191800","은평구","0.026","0.024","0.9","0.006","31","8"
"201711191700","은평구","0.016","0.032","0.8","0.006","41","19"
"201711191600","은평구","0.015","0.034","0.8","0.006","40","16"
"201711191500","은평구","0.012","0.035","0.9","0.006","31","16"
"201711191400","은평구","0.011","0.035","0.9","0.006","29","12"
"201711191300","은평구","0.011","0.033","0.9","0.006","","13"
"201711191200","은평구","0.018","0.026","1","0.007","",""
"201711191100","은평구","0.017","0.025","1","0.007","23","9"
"201711191000","은평구","0.022","0.019","1","0.007","20","6"
"201711190900","은평구","0.033","0.008","1.2","0.006","14","5"
"201711190800","은평구","0.025","0.011","1","0.005","19","4"
"201711190700","은평구","0.021","0.012","1","0.005","27","10"
"201711190600","은평구","0.018","0.016","1","0.005","26","9"
"201711190500","은평구","0.013","0.023","1","0.006","27","8"
"201711190400","은평구","0.012","0.024","0.9","0.006","25","11"
"201711190300","은평구","0.011","0.026","0.9","0.006","24","5"
"201711190200","은평구","0.013","0.024","0.9","0.006","27","12"
"201711190100","은평구","0.014","0.023","0.9","0.006","24","8"
"201711190000","은평구","0.017","0.021","0.9","0.006","22","10"
"201711182300","은평구","0.019","0.021","0.9","0.006","27","9"
"201711182200","은평구","0.016","0.024","0.9","0.006","22","8"
"201711182100","은평구","0.016","0.024","0.9","0.006","28","3"
"201711182000","은평구","0.024","0.019","0.9","0.006","28","3"
"201711181900","은평구","0.022","0.021","0.8","0.005","21","4"
"201711181800","은평구","0.017","0.026","0.8","0.005","41","12"
"201711181700","은평구","0.016","0.028","0.8","0.006","44","15"
"201711181600","은평구","0.012","0.031","0.8","0.006","52","16"
"201711181500","은평구","0.012","0.031","0.8","0.006","52","14"
"201711181400","은평구","0.012","0.029","0.8","0.006","55","11"
"201711181300","은평구","0.011","0.029","0.8","0.005","44","16"
"201711181200","은평구","0.012","0.027","0.9","0.005","52","15"
"201711181100","은평구","0.012","0.028","0.9","0.005","40","9"
"201711181000","은평구","0.013","0.026","0.9","0.006","34","12"
"201711180900","은평구","0.02","0.02","0.9","0.006","36","14"
"201711180800","은평구","0.02","0.02","0.9","0.006","27","15"
"201711180700","은평구","0.017","0.023","0.9","0.006","37","22"
"201711180600","은평구","0.014","0.027","0.9","0.006","52","30"
"201711180500","은평구","0.012","0.029","1","0.006","68","47"
"201711180400","은평구","0.011","0.027","1.1","0.006","91","62"
"201711180300","은평구","0.013","0.025","1.2","0.006","82","55"
"201711180200","은평구","0.016","0.024","1.2","0.006","71","32"
"201711180100","은평구","0.02","0.019","1.1","0.006","37","24"
"201711180000","은평구","0.023","0.018","1","0.006","30","25"
"201711172300","은평구","0.034","0.008","1","0.006","53","38"
"201711242300","종로구","0.035","0.007","0.6","0.005","17","8"
"201711242200","종로구","0.021","0.018","0.5","0.005","18","11"
"201711242100","종로구","0.032","0.01","0.6","0.005","23","16"
"201711242000","종로구","0.036","0.006","0.6","0.005","24","16"
"201711241900","종로구","0.031","0.012","0.5","0.005","18","11"
"201711241800","종로구","0.025","0.016","0.4","0.005","20","11"
"201711241700","종로구","0.019","0.022","0.4","0.005","22","11"
"201711241600","종로구","0.016","0.024","0.4","0.006","21","9"
"201711241500","종로구","0.014","0.026","0.4","0.005","19","10"
"201711241400","종로구","0.013","0.026","0.4","0.006","22","10"
"201711241300","종로구","0.014","0.026","0.4","0.005","18","12"
"201711241200","종로구","0.017","0.021","0.5","0.005","25","15"
"201711241100","종로구","0.033","0.01","0.7","0.006","29","19"
"201711241000","종로구","0.052","0.003","1","0.005","27","21"
"201711240900","종로구","0.049","0.002","0.9","0.005","23","17"
"201711240800","종로구","0.041","0.002","0.7","0.004","18","14"
"201711240700","종로구","0.038","0.002","0.8","0.004","17","12"
"201711240600","종로구","0.035","0.002","0.8","0.004","15","12"
"201711240500","종로구","0.027","0.008","0.5","0.004","14","12"
"201711240400","종로구","0.017","0.016","0.4","0.004","14","11"
"201711240300","종로구","0.019","0.017","0.4","0.004","15","11"
"201711240200","종로구","0.032","0.006","0.4","0.004","13","9"
"201711240100","종로구","0.038","0.002","0.4","0.004","15","11"
"201711240000","종로구","0.029","0.011","0.4","0.004","17","8"
"201711232300","종로구","0.028","0.014","0.5","0.005","18","7"
"201711232200","종로구","0.04","0.006","0.6","0.005","21","9"
"201711232100","종로구","0.042","0.004","0.6","0.005","26","12"
"201711232000","종로구","0.037","0.007","0.5","0.005","23","10"
"201711231900","종로구","0.033","0.009","0.5","0.005","20","9"
"201711231800","종로구","0.03","0.013","0.4","0.005","21","8"
"201711231700","종로구","0.019","0.021","0.4","0.005","25","9"
"201711231600","종로구","0.016","0.025","0.4","0.005","21","9"
"201711231500","종로구","0.014","0.026","0.4","0.005","25","12"
"201711231400","종로구","0.014","0.026","0.4","0.006","20","9"
"201711231300","종로구","0.012","0.028","0.4","0.006","21","8"
"201711231200","종로구","0.018","0.023","0.4","0.005","26","13"
"201711231100","종로구","0.023","0.017","0.6","0.006","32","16"
"201711231000","종로구","0.038","0.006","0.7","0.007","30","13"
"201711230900","종로구","0.041","0.003","0.7","0.006","24","12"
"201711230800","종로구","0.047","0.002","0.8","0.006","23","11"
"201711230700","종로구","0.041","0.002","0.7","0.006","21","13"
"201711230600","종로구","0.038","0.004","0.7","0.005","22","13"
"201711230500","종로구","0.031","0.009","0.5","0.007","19","12"
"201711230400","종로구","0.013","0.022","0.4","0.006","21","9"
"201711230300","종로구","","","","","",""
"201711230200","종로구","0.012","0.025","0.4","0.006","22","10"
"201711230100","종로구","0.02","0.019","0.4","0.005","20","10"
